FeatureCode,DateCode,Measurement,Units,Value,IndicesOfDeprivation
E01013765,2015,Rank,NA,1705,Income Deprivation Affecting Older People Index (IDAOPI)
E01013605,2015,Rank,NA,6812,Income Deprivation Affecting Older People Index (IDAOPI)
E01013727,2015,Rank,NA,5598,Income Deprivation Affecting Older People Index (IDAOPI)
E01013674,2015,Rank,NA,3024,Income Deprivation Affecting Older People Index (IDAOPI)
E01013735,2015,Rank,NA,7694,Income Deprivation Affecting Older People Index (IDAOPI)
E01013733,2015,Rank,NA,9487,Income Deprivation Affecting Older People Index (IDAOPI)
E01013709,2015,Rank,NA,14152,Income Deprivation Affecting Older People Index (IDAOPI)
E01013749,2015,Rank,NA,2325,Income Deprivation Affecting Older People Index (IDAOPI)
E01013774,2015,Rank,NA,1679,Income Deprivation Affecting Older People Index (IDAOPI)
E01013786,2015,Rank,NA,12380,Income Deprivation Affecting Older People Index (IDAOPI)
E01013785,2015,Rank,NA,17038,Income Deprivation Affecting Older People Index (IDAOPI)
E01013751,2015,Rank,NA,1106,Income Deprivation Affecting Older People Index (IDAOPI)
E01013783,2015,Rank,NA,18438,Income Deprivation Affecting Older People Index (IDAOPI)
E01013759,2015,Rank,NA,8333,Income Deprivation Affecting Older People Index (IDAOPI)
E01013782,2015,Rank,NA,10045,Income Deprivation Affecting Older People Index (IDAOPI)
E01013750,2015,Rank,NA,1095,Income Deprivation Affecting Older People Index (IDAOPI)
E01013697,2015,Rank,NA,6108,Income Deprivation Affecting Older People Index (IDAOPI)
E01013743,2015,Rank,NA,130,Income Deprivation Affecting Older People Index (IDAOPI)
E01013746,2015,Rank,NA,14,Income Deprivation Affecting Older People Index (IDAOPI)
E01013652,2015,Rank,NA,2337,Income Deprivation Affecting Older People Index (IDAOPI)
E01013621,2015,Rank,NA,1509,Income Deprivation Affecting Older People Index (IDAOPI)
E01013641,2015,Rank,NA,8179,Income Deprivation Affecting Older People Index (IDAOPI)
E01013689,2015,Rank,NA,8765,Income Deprivation Affecting Older People Index (IDAOPI)
E01013653,2015,Rank,NA,1282,Income Deprivation Affecting Older People Index (IDAOPI)
E01013702,2015,Rank,NA,20463,Income Deprivation Affecting Older People Index (IDAOPI)
E01013665,2015,Rank,NA,2786,Income Deprivation Affecting Older People Index (IDAOPI)
E01013666,2015,Rank,NA,20881,Income Deprivation Affecting Older People Index (IDAOPI)
E01013734,2015,Rank,NA,5541,Income Deprivation Affecting Older People Index (IDAOPI)
E01013705,2015,Rank,NA,14054,Income Deprivation Affecting Older People Index (IDAOPI)
E01013742,2015,Rank,NA,82,Income Deprivation Affecting Older People Index (IDAOPI)
E01013612,2015,Rank,NA,19237,Income Deprivation Affecting Older People Index (IDAOPI)
E01013620,2015,Rank,NA,3190,Income Deprivation Affecting Older People Index (IDAOPI)
E01013717,2015,Rank,NA,1810,Income Deprivation Affecting Older People Index (IDAOPI)
E01013631,2015,Rank,NA,8117,Income Deprivation Affecting Older People Index (IDAOPI)
E01013630,2015,Rank,NA,599,Income Deprivation Affecting Older People Index (IDAOPI)
E01013640,2015,Rank,NA,988,Income Deprivation Affecting Older People Index (IDAOPI)
E01013752,2015,Rank,NA,520,Income Deprivation Affecting Older People Index (IDAOPI)
E01013758,2015,Rank,NA,4529,Income Deprivation Affecting Older People Index (IDAOPI)
E01013720,2015,Rank,NA,37,Income Deprivation Affecting Older People Index (IDAOPI)
E01013756,2015,Rank,NA,6960,Income Deprivation Affecting Older People Index (IDAOPI)
E01032863,2015,Rank,NA,14996,Income Deprivation Domain
E01032868,2015,Rank,NA,32499,Income Deprivation Domain
E01013650,2015,Rank,NA,18363,Income Deprivation Affecting Older People Index (IDAOPI)
E01013651,2015,Rank,NA,3802,Income Deprivation Affecting Older People Index (IDAOPI)
E01013664,2015,Rank,NA,3062,Income Deprivation Affecting Older People Index (IDAOPI)
E01013700,2015,Rank,NA,8312,Income Deprivation Affecting Older People Index (IDAOPI)
E01013762,2015,Rank,NA,1084,Income Deprivation Affecting Older People Index (IDAOPI)
E01013696,2015,Rank,NA,5877,Income Deprivation Affecting Older People Index (IDAOPI)
E01013784,2015,Rank,NA,10798,Income Deprivation Affecting Older People Index (IDAOPI)
E01013778,2015,Rank,NA,1345,Income Deprivation Affecting Older People Index (IDAOPI)
E01013780,2015,Rank,NA,21727,Income Deprivation Affecting Older People Index (IDAOPI)
E01013772,2015,Rank,NA,6700,Income Deprivation Affecting Older People Index (IDAOPI)
E01013754,2015,Rank,NA,408,Income Deprivation Domain
E01013770,2015,Rank,NA,12939,Income Deprivation Domain
E01013748,2015,Rank,NA,869,Income Deprivation Domain
E01013712,2015,Rank,NA,24668,Income Deprivation Domain
E01013730,2015,Rank,NA,912,Income Deprivation Domain
E01013715,2015,Rank,NA,7636,Income Deprivation Domain
E01013726,2015,Rank,NA,160,Income Deprivation Domain
E01013707,2015,Rank,NA,23717,Income Deprivation Domain
E01013768,2015,Rank,NA,7359,Income Deprivation Affecting Older People Index (IDAOPI)
E01013744,2015,Rank,NA,116,Income Deprivation Affecting Older People Index (IDAOPI)
E01013767,2015,Rank,NA,12762,Income Deprivation Affecting Older People Index (IDAOPI)
E01013725,2015,Rank,NA,1080,Income Deprivation Affecting Older People Index (IDAOPI)
E01013738,2015,Rank,NA,10984,Income Deprivation Affecting Older People Index (IDAOPI)
E01032865,2015,Rank,NA,17667,Income Deprivation Domain
E01032872,2015,Rank,NA,19802,Income Deprivation Domain
E01013629,2015,Rank,NA,3575,Income Deprivation Affecting Older People Index (IDAOPI)
E01013745,2015,Rank,NA,265,Income Deprivation Affecting Older People Index (IDAOPI)
E01013680,2015,Rank,NA,15471,Income Deprivation Affecting Older People Index (IDAOPI)
E01013728,2015,Rank,NA,5576,Income Deprivation Affecting Older People Index (IDAOPI)
E01013711,2015,Rank,NA,13557,Income Deprivation Affecting Older People Index (IDAOPI)
E01013722,2015,Rank,NA,5830,Income Deprivation Affecting Older People Index (IDAOPI)
E01013687,2015,Rank,NA,4368,Income Deprivation Affecting Older People Index (IDAOPI)
E01013706,2015,Rank,NA,29950,Income Deprivation Affecting Older People Index (IDAOPI)
E01013681,2015,Rank,NA,4556,Income Deprivation Affecting Older People Index (IDAOPI)
E01013713,2015,Rank,NA,1261,Income Deprivation Affecting Older People Index (IDAOPI)
E01013656,2015,Rank,NA,712,Income Deprivation Affecting Older People Index (IDAOPI)
E01013675,2015,Rank,NA,7968,Income Deprivation Affecting Older People Index (IDAOPI)
E01013658,2015,Rank,NA,701,Income Deprivation Affecting Older People Index (IDAOPI)
E01013663,2015,Rank,NA,3917,Income Deprivation Affecting Older People Index (IDAOPI)
E01013695,2015,Rank,NA,8006,Income Deprivation Affecting Older People Index (IDAOPI)
E01013710,2015,Rank,NA,14525,Income Deprivation Affecting Older People Index (IDAOPI)
E01013677,2015,Rank,NA,5692,Income Deprivation Affecting Older People Index (IDAOPI)
E01013671,2015,Rank,NA,9236,Income Deprivation Affecting Older People Index (IDAOPI)
E01013613,2015,Rank,NA,8749,Income Deprivation Affecting Older People Index (IDAOPI)
E01013616,2015,Rank,NA,10176,Income Deprivation Affecting Older People Index (IDAOPI)
E01013604,2015,Rank,NA,3613,Income Deprivation Affecting Older People Index (IDAOPI)
E01013639,2015,Rank,NA,2753,Income Deprivation Affecting Older People Index (IDAOPI)
E01013649,2015,Rank,NA,16055,Income Deprivation Affecting Older People Index (IDAOPI)
E01013773,2015,Rank,NA,19721,Crime Domain
E01013735,2015,Rank,NA,26778,Crime Domain
E01013752,2015,Rank,NA,22073,Crime Domain
E01013648,2015,Rank,NA,11218,Crime Domain
E01013636,2015,Rank,NA,7727,Crime Domain
E01013659,2015,Rank,NA,19091,Crime Domain
E01013674,2015,Rank,NA,2220,Crime Domain
E01013682,2015,Rank,NA,4353,Crime Domain
E01013733,2015,Rank,NA,27427,Crime Domain
E01013646,2015,Rank,NA,2724,Crime Domain
E01013694,2015,Rank,NA,5431,Crime Domain
E01013605,2015,Rank,NA,1862,Crime Domain
E01013720,2015,Rank,NA,10522,Crime Domain
E01013628,2015,Rank,NA,5004,Crime Domain
E01013727,2015,Rank,NA,5795,Crime Domain
E01013626,2015,Rank,NA,14184,Crime Domain
E01013709,2015,Rank,NA,19435,Crime Domain
E01013704,2015,Rank,NA,18819,Income Deprivation Affecting Older People Index (IDAOPI)
E01013723,2015,Rank,NA,7304,Income Deprivation Affecting Older People Index (IDAOPI)
E01013716,2015,Rank,NA,217,Income Deprivation Affecting Older People Index (IDAOPI)
E01013761,2015,Rank,NA,315,Income Deprivation Affecting Older People Index (IDAOPI)
E01013779,2015,Rank,NA,2416,Income Deprivation Affecting Older People Index (IDAOPI)
E01013731,2015,Rank,NA,7723,Income Deprivation Affecting Older People Index (IDAOPI)
E01013739,2015,Rank,NA,3315,Income Deprivation Affecting Older People Index (IDAOPI)
E01013757,2015,Rank,NA,12403,Income Deprivation Affecting Older People Index (IDAOPI)
E01013775,2015,Rank,NA,10817,Income Deprivation Affecting Older People Index (IDAOPI)
E01013771,2015,Rank,NA,8958,Income Deprivation Affecting Older People Index (IDAOPI)
E01032873,2015,Rank,NA,7803,Income Deprivation Domain
E01013672,2015,Rank,NA,17019,Income Deprivation Affecting Older People Index (IDAOPI)
E01013684,2015,Rank,NA,2371,Income Deprivation Affecting Older People Index (IDAOPI)
E01013673,2015,Rank,NA,3901,Income Deprivation Affecting Older People Index (IDAOPI)
E01013691,2015,Rank,NA,959,Income Deprivation Affecting Older People Index (IDAOPI)
E01013692,2015,Rank,NA,4259,Income Deprivation Affecting Older People Index (IDAOPI)
E01013685,2015,Rank,NA,24905,Income Deprivation Affecting Older People Index (IDAOPI)
E01013715,2015,Rank,NA,1102,Income Deprivation Affecting Older People Index (IDAOPI)
E01013730,2015,Rank,NA,7253,Income Deprivation Affecting Older People Index (IDAOPI)
E01013726,2015,Rank,NA,1727,Income Deprivation Affecting Older People Index (IDAOPI)
E01013693,2015,Rank,NA,911,Income Deprivation Affecting Older People Index (IDAOPI)
E01013760,2015,Rank,NA,997,Income Deprivation Affecting Older People Index (IDAOPI)
E01013770,2015,Rank,NA,10781,Income Deprivation Affecting Older People Index (IDAOPI)
E01013657,2015,Rank,NA,291,Income Deprivation Affecting Older People Index (IDAOPI)
E01013748,2015,Rank,NA,26,Income Deprivation Affecting Older People Index (IDAOPI)
E01013754,2015,Rank,NA,71,Income Deprivation Affecting Older People Index (IDAOPI)
E01013712,2015,Rank,NA,20239,Income Deprivation Affecting Older People Index (IDAOPI)
E01013707,2015,Rank,NA,20839,Income Deprivation Affecting Older People Index (IDAOPI)
E01013619,2015,Rank,NA,5466,Income Deprivation Affecting Older People Index (IDAOPI)
E01013600,2015,Rank,NA,2759,Income Deprivation Affecting Older People Index (IDAOPI)
E01013668,2015,Rank,NA,8330,Income Deprivation Affecting Older People Index (IDAOPI)
E01013669,2015,Rank,NA,15808,Income Deprivation Affecting Older People Index (IDAOPI)
E01013625,2015,Rank,NA,373,Income Deprivation Affecting Older People Index (IDAOPI)
E01013618,2015,Rank,NA,11974,Income Deprivation Affecting Older People Index (IDAOPI)
E01013627,2015,Rank,NA,7262,Income Deprivation Affecting Older People Index (IDAOPI)
E01013603,2015,Rank,NA,2180,Income Deprivation Affecting Older People Index (IDAOPI)
E01013647,2015,Rank,NA,1060,Income Deprivation Affecting Older People Index (IDAOPI)
E01013638,2015,Rank,NA,368,Income Deprivation Affecting Older People Index (IDAOPI)
E01013602,2015,Rank,NA,4884,Income Deprivation Affecting Older People Index (IDAOPI)
E01013637,2015,Rank,NA,4125,Income Deprivation Affecting Older People Index (IDAOPI)
E01013690,2015,Rank,NA,7638,Income Deprivation Affecting Older People Index (IDAOPI)
E01013686,2015,Rank,NA,20724,Income Deprivation Affecting Older People Index (IDAOPI)
E01013670,2015,Rank,NA,13529,Income Deprivation Affecting Older People Index (IDAOPI)
E01013760,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01013770,2015,Decile,NA,4,Health Deprivation and Disability Domain
E01013692,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01013730,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01013726,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01013707,2015,Decile,NA,7,Health Deprivation and Disability Domain
E01013693,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01013715,2015,Decile,NA,6,Health Deprivation and Disability Domain
E01013691,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01013748,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01013754,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01013712,2015,Decile,NA,6,Health Deprivation and Disability Domain
E01013610,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01013608,2015,Decile,NA,6,Health Deprivation and Disability Domain
E01013609,2015,Decile,NA,4,Health Deprivation and Disability Domain
E01013635,2015,Decile,NA,3,Health Deprivation and Disability Domain
E01013624,2015,Decile,NA,4,Health Deprivation and Disability Domain
E01013661,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01013617,2015,Decile,NA,4,Health Deprivation and Disability Domain
E01013764,2015,Decile,NA,6,Health Deprivation and Disability Domain
E01013776,2015,Decile,NA,3,Health Deprivation and Disability Domain
E01013736,2015,Decile,NA,5,Health Deprivation and Disability Domain
E01013719,2015,Decile,NA,5,Health Deprivation and Disability Domain
E01013755,2015,Decile,NA,3,Health Deprivation and Disability Domain
E01013741,2015,Decile,NA,7,Health Deprivation and Disability Domain
E01013683,2015,Decile,NA,3,Health Deprivation and Disability Domain
E01013662,2015,Decile,NA,7,Health Deprivation and Disability Domain
E01013606,2015,Decile,NA,5,Health Deprivation and Disability Domain
E01013679,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01013634,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01013781,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01013611,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01013698,2015,Decile,NA,3,Health Deprivation and Disability Domain
E01013753,2015,Decile,NA,3,Health Deprivation and Disability Domain
E01013747,2015,Decile,NA,5,Health Deprivation and Disability Domain
E01013699,2015,Decile,NA,5,Health Deprivation and Disability Domain
E01013667,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01032872,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01032865,2015,Decile,NA,8,Health Deprivation and Disability Domain
E01032862,2015,Decile,NA,2,Income Deprivation Affecting Older People Index (IDAOPI)
E01032875,2015,Decile,NA,3,Income Deprivation Affecting Older People Index (IDAOPI)
E01032865,2015,Decile,NA,3,Income Deprivation Affecting Older People Index (IDAOPI)
E01032872,2015,Decile,NA,3,Income Deprivation Affecting Older People Index (IDAOPI)
E01013608,2015,Decile,NA,10,Barriers to Housing and Services Domain
E01013609,2015,Decile,NA,10,Barriers to Housing and Services Domain
E01013725,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013732,2015,Decile,NA,9,Barriers to Housing and Services Domain
E01013700,2015,Decile,NA,10,Barriers to Housing and Services Domain
E01013703,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013740,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013744,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013738,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013767,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013615,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013654,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013610,2015,Decile,NA,9,Barriers to Housing and Services Domain
E01013768,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013660,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013676,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013655,2015,Decile,NA,5,Barriers to Housing and Services Domain
E01013696,2015,Decile,NA,4,Barriers to Housing and Services Domain
E01013762,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01032875,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01032862,2015,Decile,NA,4,Health Deprivation and Disability Domain
E01032863,2015,Decile,NA,5,Health Deprivation and Disability Domain
E01032863,2015,Decile,NA,4,Barriers to Housing and Services Domain
E01032868,2015,Decile,NA,3,Health Deprivation and Disability Domain
E01032597,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01032873,2015,Decile,NA,2,Health Deprivation and Disability Domain
E01032599,2015,Decile,NA,5,Health Deprivation and Disability Domain
E01032602,2015,Decile,NA,1,Health Deprivation and Disability Domain
E01032867,2015,Decile,NA,3,Health Deprivation and Disability Domain
E01032599,2015,Decile,NA,9,Barriers to Housing and Services Domain
E01032602,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01032862,2015,Decile,NA,2,Barriers to Housing and Services Domain
E01032875,2015,Decile,NA,2,Barriers to Housing and Services Domain
E01013775,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013690,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013761,2015,Decile,NA,4,Barriers to Housing and Services Domain
E01013739,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013771,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013716,2015,Decile,NA,5,Barriers to Housing and Services Domain
E01013686,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013757,2015,Decile,NA,6,Barriers to Housing and Services Domain
E01013779,2015,Decile,NA,8,Barriers to Housing and Services Domain
E01013731,2015,Decile,NA,3,Barriers to Housing and Services Domain
E01013704,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013723,2015,Decile,NA,7,Barriers to Housing and Services Domain
E01013615,2015,Decile,NA,6,Income Deprivation Affecting Older People Index (IDAOPI)
E01013655,2015,Decile,NA,1,Income Deprivation Affecting Older People Index (IDAOPI)
E01013647,2015,Decile,NA,1,Income Deprivation Affecting Older People Index (IDAOPI)
E01013638,2015,Decile,NA,1,Income Deprivation Affecting Older People Index (IDAOPI)
